cross_track_error,reached_goal,collision,reward,timesteps,duration,progress,pathlength
0.0,0.0,1.0,-1140.3036552466504,18.0,18.0,0.7712,0.0
0.0,0.0,1.0,-1088.248951452298,10.0,10.0,0.7314,0.0
0.0,1.0,0.0,867.2007023282785,27.0,27.0,1.0001,0.0
0.0,0.0,1.0,-1095.327217494188,12.0,12.0,0.7955,0.0
0.0,0.0,1.0,-1098.4346241233707,11.0,11.0,0.6973,0.0
0.0,0.0,1.0,-1205.1279939490546,26.0,26.0,0.9032,0.0
0.0,0.0,1.0,-1185.560634266018,35.0,35.0,0.8079,0.0
0.0,1.0,0.0,857.691070682362,30.0,30.0,1.0056,0.0
0.0,0.0,1.0,-1164.4449568073508,17.0,17.0,0.4239,0.0
0.0,0.0,1.0,-1078.1407647785431,10.0,10.0,0.7338,0.0
0.0,0.0,1.0,-1076.2027034736875,9.0,9.0,0.7318,0.0
0.0,1.0,0.0,826.3463899370754,31.0,31.0,1.0029,0.0
0.0,0.0,1.0,-1114.3862401945196,15.0,15.0,0.7464,0.0
0.0,1.0,0.0,904.121923358962,16.0,16.0,1.0018,0.0
0.0,0.0,1.0,-1128.498922660745,18.0,18.0,0.705,0.0
0.0,0.0,1.0,-1081.1271787099136,10.0,10.0,0.663,0.0
0.0,1.0,0.0,840.566153130027,26.0,26.0,1.0384,0.0
0.0,1.0,0.0,540.480269112296,75.0,75.0,1.0279,0.0
0.0,1.0,0.0,883.6913430530094,19.0,19.0,1.0424,0.0
0.0,1.0,1.0,-1169.1446240653154,24.0,24.0,1.0287,0.0
0.0,1.0,0.0,852.0428920128458,23.0,23.0,1.0203,0.0
0.0,0.0,1.0,-1078.9503212386255,9.0,9.0,0.828,0.0
0.0,0.0,1.0,-1126.5772854230127,18.0,18.0,0.9526,0.0
0.0,1.0,0.0,883.5270445784947,20.0,20.0,1.0189,0.0
0.0,0.0,1.0,-1116.9810504933803,12.0,12.0,0.6281,0.0
0.0,1.0,0.0,867.4017301356191,21.0,21.0,1.022,0.0
0.0,0.0,1.0,-1169.3745090310256,32.0,32.0,0.9998,0.0
0.0,0.0,1.0,-1094.8288234220474,10.0,10.0,0.5499,0.0
0.0,1.0,0.0,856.5216152727791,23.0,23.0,1.0028,0.0
0.0,0.0,1.0,-1162.3401850184969,17.0,17.0,0.6804,0.0
0.0,1.0,0.0,896.2001984487313,15.0,15.0,1.0352,0.0
0.0,0.0,1.0,-1096.1828738417785,11.0,11.0,0.615,0.0
0.0,0.0,1.0,-1079.6862169918206,9.0,9.0,0.6595,0.0
0.0,1.0,0.0,840.9444629198632,23.0,23.0,1.0167,0.0
0.0,0.0,1.0,-1091.1745500267407,11.0,11.0,0.798,0.0
0.0,1.0,0.0,846.2959198687695,24.0,24.0,1.0345,0.0
0.0,0.0,1.0,-1250.0838718793534,40.0,40.0,0.9455,0.0
0.0,0.0,1.0,-1078.8119248562114,9.0,9.0,0.7833,0.0
0.0,0.0,1.0,-1147.8436324491508,16.0,16.0,0.6461,0.0
0.0,1.0,0.0,902.6248477780885,16.0,16.0,1.0178,0.0
0.0,1.0,0.0,827.1340645347649,26.0,26.0,1.0084,0.0
0.0,1.0,0.0,867.7495468276844,25.0,25.0,1.0026,0.0
0.0,1.0,0.0,796.4151188049211,43.0,43.0,1.0245,0.0
0.0,1.0,0.0,872.518374851009,19.0,19.0,1.0179,0.0
0.0,1.0,1.0,-1121.8927736099133,15.0,15.0,1.0361,0.0
0.0,1.0,0.0,911.2816672032225,13.0,13.0,1.0015,0.0
0.0,1.0,0.0,896.4791379516694,18.0,18.0,1.0105,0.0
0.0,1.0,0.0,803.0938215365435,30.0,30.0,1.0695,0.0
0.0,0.0,1.0,-1102.9121100757932,13.0,13.0,0.8845,0.0
0.0,0.0,1.0,-1230.5902401052338,34.0,34.0,0.7381,0.0
0.0,0.0,1.0,-1139.099386224577,15.0,15.0,0.613,0.0
0.0,0.0,1.0,-1091.8778763890741,11.0,11.0,0.8017,0.0
0.0,0.0,1.0,-1141.651041316385,20.0,20.0,0.947,0.0
0.0,0.0,1.0,-1089.3974890823054,12.0,12.0,0.7533,0.0
0.0,0.0,1.0,-1166.318060080294,21.0,21.0,0.7528,0.0
0.0,1.0,0.0,904.4219429429996,15.0,15.0,1.0554,0.0
0.0,0.0,1.0,-1142.1804691319296,21.0,21.0,0.8395,0.0
0.0,1.0,0.0,765.6443749217046,43.0,43.0,1.0174,0.0
0.0,1.0,0.0,924.0590282831521,10.0,10.0,1.0237,0.0
0.0,1.0,0.0,695.4060400848675,50.0,50.0,1.0777,0.0
0.0,1.0,0.0,872.3179937181989,19.0,19.0,1.0036,0.0
0.0,0.0,1.0,-1104.0394163505257,12.0,12.0,0.6517,0.0
0.0,1.0,0.0,907.6450025761148,14.0,14.0,1.0098,0.0
0.0,0.0,1.0,-1092.7158564642316,10.0,10.0,0.7537,0.0
0.0,0.0,1.0,-1153.505247419876,18.0,18.0,0.717,0.0
0.0,0.0,1.0,-1094.6818266877403,11.0,11.0,0.7741,0.0
0.0,0.0,1.0,-1079.9789675439079,10.0,10.0,0.7655,0.0
0.0,1.0,0.0,869.2209044567751,25.0,25.0,1.0114,0.0
0.0,1.0,0.0,898.1085567230094,17.0,17.0,1.0037,0.0
0.0,0.0,1.0,-1079.860846099591,9.0,9.0,0.7551,0.0
0.0,0.0,1.0,-1144.8765486751256,18.0,18.0,0.7875,0.0
0.0,1.0,0.0,917.3985110487282,13.0,13.0,1.0481,0.0
0.0,0.0,1.0,-1105.1141335881691,13.0,13.0,0.7777,0.0
0.0,0.0,1.0,-1086.9401717833548,12.0,12.0,0.9284,0.0
0.0,1.0,0.0,916.225804121676,13.0,13.0,1.0119,0.0
0.0,1.0,0.0,814.607437356429,29.0,29.0,1.0167,0.0
0.0,1.0,0.0,724.4878729903221,54.0,54.0,1.0001,0.0
0.0,1.0,0.0,912.5381367732865,12.0,12.0,1.0403,0.0
0.0,0.0,1.0,-1082.1740296005803,9.0,9.0,0.7469,0.0
0.0,1.0,0.0,879.4596531659495,23.0,23.0,1.0111,0.0
0.0,0.0,1.0,-1113.0491643051603,13.0,13.0,0.6733,0.0
0.0,0.0,1.0,-1072.282936803373,9.0,9.0,0.8373,0.0
0.0,0.0,1.0,-1107.8635707552894,16.0,16.0,0.8676,0.0
0.0,1.0,0.0,862.1364065871777,24.0,24.0,1.018,0.0
0.0,0.0,1.0,-1124.074842263072,15.0,15.0,0.6844,0.0
0.0,1.0,0.0,855.1415174412463,28.0,28.0,1.0729,0.0
0.0,0.0,1.0,-1332.3698592226585,63.0,63.0,0.8977,0.0
0.0,0.0,1.0,-1126.2863233048927,17.0,17.0,0.7342,0.0
0.0,0.0,1.0,-1079.0962924408236,9.0,9.0,0.711,0.0
0.0,0.0,1.0,-1171.2338013862047,26.0,26.0,0.8631,0.0
0.0,0.0,1.0,-1062.2585680299173,8.0,8.0,0.8462,0.0
0.0,0.0,1.0,-1117.6663004898685,15.0,15.0,0.7607,0.0
0.0,1.0,0.0,918.5631715880057,13.0,13.0,1.0303,0.0
0.0,1.0,0.0,841.9344565818684,30.0,30.0,1.0353,0.0
0.0,1.0,0.0,842.3298616670422,25.0,25.0,1.0273,0.0
0.0,0.0,1.0,-1149.480991961001,18.0,18.0,0.7221,0.0
0.0,0.0,1.0,-1202.2141521410701,25.0,25.0,0.7616,0.0
0.0,0.0,1.0,-1073.8677588014016,8.0,8.0,0.6963,0.0
0.0,1.0,0.0,890.0517114465478,17.0,17.0,1.0262,0.0
0.0,0.0,1.0,-1085.608293859103,13.0,13.0,0.9725,0.0
0.0,1.0,0.0,883.6390933649549,14.0,14.0,1.0046,0.0
0.0,1.0,0.0,907.424522550954,15.0,15.0,1.0078,0.0
0.0,0.0,1.0,-1091.2425217624536,10.0,10.0,0.6987,0.0
0.0,1.0,0.0,824.202369295764,25.0,25.0,1.0495,0.0
0.0,0.0,1.0,-1155.7307500743877,18.0,18.0,0.6611,0.0
0.0,0.0,1.0,-1131.292818006291,20.0,20.0,0.9324,0.0
0.0,0.0,1.0,-1179.880260456562,32.0,32.0,0.9387,0.0
0.0,0.0,1.0,-1077.4640561487881,11.0,11.0,0.9775,0.0
0.0,0.0,1.0,-1091.9205727384547,10.0,10.0,0.6307,0.0
0.0,1.0,0.0,830.1499081093153,29.0,29.0,1.0558,0.0
0.0,0.0,1.0,-1090.5910641741,11.0,11.0,0.8178,0.0
0.0,1.0,0.0,921.0062287577838,11.0,11.0,1.0335,0.0
0.0,0.0,1.0,-1090.253991040076,10.0,10.0,0.7474,0.0
0.0,0.0,1.0,-1079.4995084005104,9.0,9.0,0.7671,0.0
0.0,0.0,1.0,-1109.8404109965218,14.0,14.0,0.8896,0.0
0.0,0.0,1.0,-1113.8292486476746,14.0,14.0,0.7512,0.0
0.0,0.0,1.0,-1111.8077376021993,12.0,12.0,0.5765,0.0
0.0,1.0,1.0,-1200.6008761570738,38.0,38.0,1.0048,0.0
0.0,1.0,0.0,902.4576535901502,14.0,14.0,1.0258,0.0
0.0,0.0,1.0,-1112.1708862958526,12.0,12.0,0.6353,0.0
0.0,1.0,0.0,931.1039062472544,10.0,10.0,1.0193,0.0
0.0,0.0,1.0,-1111.361812965021,15.0,15.0,0.769,0.0
0.0,1.0,0.0,889.5873925851213,17.0,17.0,1.0325,0.0
0.0,0.0,1.0,-1099.6855611731964,15.0,15.0,0.8603,0.0
0.0,0.0,1.0,-1110.2579036775487,13.0,13.0,0.6639,0.0
0.0,1.0,0.0,687.6377567661045,54.0,54.0,1.0246,0.0
0.0,0.0,1.0,-1083.167660926544,9.0,9.0,0.7049,0.0
0.0,0.0,1.0,-1098.561275636334,11.0,11.0,0.6285,0.0
0.0,0.0,1.0,-1089.486851349918,10.0,10.0,0.6356,0.0
0.0,0.0,1.0,-1108.4326281970532,13.0,13.0,0.7413,0.0
0.0,1.0,0.0,839.810098104825,24.0,24.0,1.0494,0.0
0.0,1.0,0.0,746.9104053694937,44.0,44.0,1.019,0.0
0.0,0.0,1.0,-1118.8606754373584,17.0,17.0,0.9063,0.0
0.0,1.0,0.0,704.160743290503,52.0,52.0,1.0275,0.0
0.0,0.0,1.0,-1222.237741466801,41.0,41.0,0.9552,0.0
0.0,1.0,0.0,863.61929080323,25.0,25.0,1.0188,0.0
0.0,0.0,1.0,-1078.927653511327,9.0,9.0,0.7316,0.0
0.0,1.0,0.0,820.8621718810962,33.0,33.0,1.0331,0.0
0.0,1.0,0.0,724.2943909579708,47.0,47.0,1.0259,0.0
0.0,0.0,1.0,-1148.1590372190003,21.0,21.0,0.7494,0.0
0.0,1.0,0.0,740.7551946087966,38.0,38.0,1.0107,0.0
0.0,0.0,1.0,-1069.3033356598114,8.0,8.0,0.6682,0.0
0.0,0.0,1.0,-1140.9639818680248,19.0,19.0,0.7381,0.0
0.0,0.0,1.0,-1092.7598021315086,10.0,10.0,0.6507,0.0
0.0,0.0,1.0,-1062.882050189705,7.0,7.0,0.6232,0.0
0.0,0.0,1.0,-1083.9323430510062,10.0,10.0,0.8831,0.0
0.0,0.0,1.0,-1115.501942717894,18.0,18.0,0.8466,0.0
0.0,0.0,1.0,-1157.2498870187164,24.0,24.0,0.8642,0.0
0.0,0.0,1.0,-1075.8792856328562,10.0,10.0,0.8903,0.0
0.0,0.0,1.0,-1094.7354126618875,11.0,11.0,0.7331,0.0
0.0,1.0,0.0,882.1613886269436,20.0,20.0,1.0318,0.0
0.0,1.0,0.0,834.7085683014495,26.0,26.0,1.021,0.0
0.0,0.0,1.0,-1145.6202513520411,23.0,23.0,0.9677,0.0
0.0,1.0,0.0,778.5901574359411,40.0,40.0,1.0163,0.0
0.0,1.0,0.0,881.654406374739,21.0,21.0,1.003,0.0
0.0,0.0,1.0,-1208.4882968387628,30.0,30.0,0.7512,0.0
0.0,1.0,0.0,837.0366945251014,30.0,30.0,1.046,0.0
0.0,0.0,1.0,-1093.2858474118652,11.0,11.0,0.6956,0.0
0.0,1.0,0.0,718.7271260350963,61.0,61.0,1.0342,0.0
0.0,0.0,1.0,-1087.1964497273407,10.0,10.0,0.7126,0.0
0.0,0.0,1.0,-1140.6987910766102,16.0,16.0,0.613,0.0
0.0,1.0,0.0,864.5413981761983,27.0,27.0,1.002,0.0
0.0,1.0,0.0,913.9068343676338,14.0,14.0,1.032,0.0
0.0,0.0,1.0,-1105.359111928132,12.0,12.0,0.7892,0.0
0.0,1.0,0.0,900.7162771915167,16.0,16.0,1.05,0.0
0.0,0.0,1.0,-1091.648926710298,11.0,11.0,0.7312,0.0
0.0,0.0,1.0,-1080.2472072359392,9.0,9.0,0.6715,0.0
0.0,0.0,1.0,-1140.941609488508,17.0,17.0,0.701,0.0
0.0,1.0,0.0,899.5341796530217,16.0,16.0,1.0007,0.0
0.0,0.0,1.0,-1109.4362801071331,12.0,12.0,0.679,0.0
0.0,0.0,1.0,-1130.504809800488,18.0,18.0,0.778,0.0
0.0,1.0,0.0,807.8437522672831,26.0,26.0,1.0176,0.0
0.0,0.0,1.0,-1071.3356265331508,8.0,8.0,0.625,0.0
0.0,1.0,0.0,855.7050298420868,25.0,25.0,1.0383,0.0
0.0,1.0,0.0,928.184148353699,10.0,10.0,1.0151,0.0
0.0,1.0,0.0,873.5917403644327,18.0,18.0,1.0702,0.0
0.0,1.0,0.0,761.4300387987282,52.0,52.0,1.0153,0.0
0.0,0.0,1.0,-1075.6182219216016,9.0,9.0,0.7578,0.0
0.0,0.0,1.0,-1059.0993973221357,7.0,7.0,0.7935,0.0
0.0,0.0,1.0,-1159.307699890367,21.0,21.0,0.7901,0.0
0.0,0.0,1.0,-1092.4649918423133,12.0,12.0,0.7858,0.0
0.0,0.0,1.0,-1108.3764790240484,14.0,14.0,0.906,0.0
0.0,1.0,0.0,898.1752922322003,19.0,19.0,1.0148,0.0
0.0,0.0,1.0,-1222.2909761463857,34.0,34.0,0.8393,0.0
0.0,0.0,1.0,-1073.0158115217296,8.0,8.0,0.6653,0.0
0.0,0.0,1.0,-1075.1103711258702,9.0,9.0,0.7211,0.0
0.0,1.0,0.0,907.0759207701069,14.0,14.0,1.0233,0.0
0.0,1.0,0.0,717.428831632047,46.0,46.0,1.0375,0.0
0.0,0.0,1.0,-1124.2156258520604,14.0,14.0,0.7377,0.0
0.0,0.0,1.0,-1118.3189106913967,14.0,14.0,0.7312,0.0
0.0,0.0,1.0,-1087.0687725826813,11.0,11.0,0.9421,0.0
0.0,0.0,1.0,-1127.2187304178296,20.0,20.0,0.7871,0.0
0.0,0.0,1.0,-1157.84101326267,23.0,23.0,0.9859,0.0
0.0,0.0,1.0,-1090.5298154528853,10.0,10.0,0.7321,0.0
0.0,1.0,0.0,911.8890380469821,14.0,14.0,1.0178,0.0
0.0,1.0,0.0,850.6626862763862,27.0,27.0,1.014,0.0
0.0,0.0,1.0,-1087.726144626454,11.0,11.0,0.8156,0.0
0.0,0.0,1.0,-1145.3841752525482,20.0,20.0,0.8512,0.0
0.0,0.0,1.0,-1125.448159096761,12.0,12.0,0.4834,0.0
0.0,0.0,1.0,-1083.5446565678956,12.0,12.0,0.9626,0.0
0.0,1.0,0.0,796.95820215791,34.0,34.0,1.0386,0.0
0.0,1.0,0.0,855.7261165911864,24.0,24.0,1.0045,0.0
0.0,0.0,1.0,-1098.1220058197641,14.0,14.0,0.8245,0.0
0.0,0.0,1.0,-1089.8378648691428,10.0,10.0,0.7247,0.0
0.0,0.0,1.0,-1097.7369988517735,12.0,12.0,0.6265,0.0
0.0,1.0,0.0,851.3373585165594,24.0,24.0,1.0028,0.0
0.0,0.0,1.0,-1342.8854960593728,64.0,64.0,0.9764,0.0
0.0,0.0,1.0,-1098.1485286225725,11.0,11.0,0.6327,0.0
0.0,0.0,1.0,-1060.7072361427386,7.0,7.0,0.6796,0.0
0.0,1.0,0.0,879.405468126935,19.0,19.0,1.0162,0.0
0.0,1.0,0.0,918.9528352588155,10.0,10.0,1.0087,0.0
0.0,0.0,1.0,-1068.6739025351835,8.0,8.0,0.8367,0.0
0.0,1.0,0.0,902.471030637594,16.0,16.0,1.0275,0.0
0.0,1.0,0.0,850.5967300380292,27.0,27.0,1.0575,0.0
0.0,1.0,1.0,-1103.066710105074,14.0,14.0,1.014,0.0
0.0,0.0,1.0,-1087.6749314496683,10.0,10.0,0.6645,0.0
0.0,0.0,1.0,-1127.2892514982086,19.0,19.0,0.807,0.0
0.0,1.0,0.0,811.4030583102049,29.0,29.0,1.0087,0.0
0.0,0.0,1.0,-1131.5818592170604,16.0,16.0,0.7103,0.0
0.0,0.0,1.0,-1124.0544821321723,14.0,14.0,0.6269,0.0
0.0,0.0,1.0,-1135.013059467784,16.0,16.0,0.808,0.0
0.0,0.0,1.0,-1094.0659159215427,10.0,10.0,0.7216,0.0
0.0,0.0,1.0,-1082.8521388077943,9.0,9.0,0.7592,0.0
0.0,0.0,1.0,-1206.65269888194,30.0,30.0,0.8235,0.0
0.0,1.0,0.0,851.4026131477583,22.0,22.0,1.0153,0.0
0.0,0.0,1.0,-1059.0073909345326,7.0,7.0,0.7446,0.0
0.0,1.0,0.0,910.4685224631619,13.0,13.0,1.0358,0.0
0.0,1.0,0.0,798.5884284244788,35.0,35.0,1.038,0.0
0.0,1.0,0.0,909.9370419871944,16.0,16.0,1.0201,0.0
0.0,0.0,1.0,-1071.2121575981432,8.0,8.0,0.719,0.0
0.0,1.0,0.0,902.3361514373621,15.0,15.0,1.0645,0.0
0.0,1.0,0.0,747.9726734281924,46.0,46.0,1.0223,0.0
0.0,1.0,0.0,884.79361169777,16.0,16.0,1.013,0.0
0.0,0.0,1.0,-1095.8023405043773,10.0,10.0,0.6689,0.0
0.0,1.0,0.0,892.8400550284996,15.0,15.0,1.0032,0.0
0.0,0.0,1.0,-1097.323024101313,11.0,11.0,0.6845,0.0
0.0,1.0,0.0,899.2649018746374,17.0,17.0,1.0105,0.0
0.0,0.0,1.0,-1139.2028964733163,20.0,20.0,0.7253,0.0
0.0,1.0,0.0,710.1405535638731,47.0,47.0,1.0152,0.0
0.0,1.0,0.0,805.0612447182015,35.0,35.0,1.0172,0.0
0.0,0.0,1.0,-1094.188843999467,12.0,12.0,0.7435,0.0
0.0,0.0,1.0,-1087.8347450311155,10.0,10.0,0.7953,0.0
0.0,1.0,0.0,871.8577159640686,17.0,17.0,1.0061,0.0
0.0,1.0,0.0,903.8421642481603,13.0,13.0,1.008,0.0
0.0,1.0,0.0,847.5322028626614,22.0,22.0,1.0029,0.0
0.0,0.0,1.0,-1071.8789796540384,8.0,8.0,0.6863,0.0
0.0,1.0,0.0,891.9165932298342,15.0,15.0,1.0044,0.0
0.0,1.0,1.0,-1098.7729392722301,14.0,14.0,1.0236,0.0
0.0,1.0,0.0,829.3763659652886,30.0,30.0,1.0105,0.0
0.0,0.0,1.0,-1172.751272141248,27.0,27.0,0.8172,0.0
0.0,0.0,1.0,-1165.627602763867,17.0,17.0,0.4902,0.0
0.0,0.0,1.0,-1135.3321746900094,16.0,16.0,0.7605,0.0
0.0,0.0,1.0,-1087.0973132669808,10.0,10.0,0.7064,0.0
0.0,1.0,0.0,753.6870654783439,44.0,44.0,1.0235,0.0
0.0,1.0,0.0,891.428070489262,16.0,16.0,1.0154,0.0
0.0,0.0,1.0,-1101.3494205406737,11.0,11.0,0.7547,0.0
0.0,0.0,1.0,-1083.217934640524,9.0,9.0,0.6235,0.0
0.0,0.0,1.0,-1062.639856500817,7.0,7.0,0.6744,0.0
0.0,0.0,1.0,-1123.9094604410832,15.0,15.0,0.9228,0.0
0.0,1.0,0.0,818.3383717399249,32.0,32.0,1.0215,0.0
0.0,1.0,0.0,735.8850000773348,37.0,37.0,1.0239,0.0
0.0,0.0,1.0,-1171.3701173229563,34.0,34.0,0.9793,0.0
0.0,1.0,0.0,886.8743754115596,18.0,18.0,1.0262,0.0
0.0,0.0,1.0,-1129.6186892883932,16.0,16.0,0.8131,0.0
0.0,1.0,0.0,826.9393695084434,26.0,26.0,1.0427,0.0
0.0,1.0,0.0,779.2530933156288,38.0,38.0,1.0113,0.0
0.0,0.0,1.0,-1089.2454109740534,10.0,10.0,0.6236,0.0
0.0,1.0,0.0,846.459355069246,26.0,26.0,1.0137,0.0
0.0,0.0,1.0,-1078.6043088377508,9.0,9.0,0.6791,0.0
0.0,0.0,1.0,-1128.6514732421138,22.0,22.0,0.9612,0.0
0.0,1.0,0.0,850.6570022990252,22.0,22.0,1.0476,0.0
0.0,0.0,1.0,-1193.0462661004217,33.0,33.0,0.9917,0.0
0.0,0.0,1.0,-1094.014954803359,10.0,10.0,0.6658,0.0
0.0,1.0,0.0,932.2619880339856,10.0,10.0,1.0152,0.0
0.0,1.0,0.0,854.3684633747962,19.0,19.0,1.0656,0.0
0.0,0.0,1.0,-1079.2609109362586,9.0,9.0,0.7859,0.0
0.0,0.0,1.0,-1123.5199163984296,13.0,13.0,0.5986,0.0
0.0,0.0,1.0,-1101.0686426227958,11.0,11.0,0.6514,0.0
0.0,0.0,1.0,-1084.3046076033531,9.0,9.0,0.6066,0.0
0.0,0.0,1.0,-1091.1480576183242,10.0,10.0,0.6543,0.0
0.0,0.0,1.0,-1102.3949457546119,11.0,11.0,0.6726,0.0
0.0,1.0,0.0,878.1148892201148,18.0,18.0,1.0421,0.0
0.0,1.0,1.0,-1080.6773860620672,12.0,12.0,1.0121,0.0
0.0,1.0,0.0,832.1797589257629,27.0,27.0,1.0414,0.0
0.0,1.0,0.0,847.0641277032412,33.0,33.0,1.006,0.0
0.0,0.0,1.0,-1077.8897369436365,9.0,9.0,0.7431,0.0
0.0,0.0,1.0,-1093.8980940015083,10.0,10.0,0.6853,0.0
0.0,0.0,1.0,-1110.4538269014438,14.0,14.0,0.6709,0.0
0.0,1.0,0.0,820.5371447960283,31.0,31.0,1.0331,0.0
0.0,1.0,0.0,749.3340658794948,37.0,37.0,1.0092,0.0
0.0,0.0,1.0,-1118.5133353661226,14.0,14.0,0.6295,0.0
0.0,0.0,1.0,-1087.4468979845485,10.0,10.0,0.6905,0.0
0.0,0.0,1.0,-1215.7296145071805,26.0,26.0,0.594,0.0
0.0,0.0,1.0,-1186.6553641284715,26.0,26.0,0.8367,0.0
0.0,1.0,0.0,871.0788038558685,25.0,25.0,1.0208,0.0
0.0,1.0,0.0,794.4695633957724,32.0,32.0,1.0379,0.0
0.0,1.0,0.0,724.0261951569742,45.0,45.0,1.0398,0.0
0.0,0.0,1.0,-1103.2716189736298,11.0,11.0,0.6706,0.0
0.0,0.0,1.0,-1161.210649293596,19.0,19.0,0.6404,0.0
0.0,0.0,1.0,-1126.974635588601,17.0,17.0,0.8814,0.0
0.0,1.0,0.0,834.0051710401088,27.0,27.0,1.0015,0.0
0.0,0.0,1.0,-1132.0805628476667,17.0,17.0,0.9143,0.0
0.0,1.0,0.0,861.0611534189756,24.0,24.0,1.0194,0.0
0.0,0.0,1.0,-1138.5207808612492,19.0,19.0,0.8726,0.0
0.0,1.0,0.0,852.6045072697626,25.0,25.0,1.0304,0.0
0.0,0.0,1.0,-1154.4559504746387,22.0,22.0,0.6933,0.0
0.0,0.0,1.0,-1110.1072647249007,12.0,12.0,0.7266,0.0
0.0,0.0,1.0,-1206.7268485637874,29.0,29.0,0.9752,0.0
0.0,0.0,0.0,-2002.4143080530216,120.0,120.0,-0.6371,0.0
0.0,1.0,0.0,840.6409653562635,25.0,25.0,1.0037,0.0
0.0,0.0,1.0,-1100.1734309479618,11.0,11.0,0.739,0.0
0.0,0.0,1.0,-1061.9222752564417,7.0,7.0,0.7913,0.0
0.0,0.0,1.0,-1170.5307772052495,38.0,38.0,0.9836,0.0
0.0,0.0,1.0,-1104.5694584777311,11.0,11.0,0.555,0.0
0.0,0.0,1.0,-1097.0890869130683,11.0,11.0,0.7076,0.0
0.0,0.0,1.0,-1097.777851371505,10.0,10.0,0.5269,0.0
0.0,0.0,1.0,-1097.6523123672532,12.0,12.0,0.7756,0.0
0.0,1.0,0.0,834.6722695556435,24.0,24.0,1.011,0.0
0.0,0.0,1.0,-1097.9606762822914,11.0,11.0,0.7244,0.0
0.0,0.0,1.0,-1107.7208937899713,12.0,12.0,0.6536,0.0
0.0,1.0,0.0,856.5966114451738,26.0,26.0,1.0064,0.0
0.0,1.0,0.0,874.4353440481539,18.0,18.0,1.0339,0.0
0.0,0.0,1.0,-1140.7248451225478,26.0,26.0,0.9882,0.0
0.0,1.0,0.0,828.7431980330806,27.0,27.0,1.0102,0.0
0.0,0.0,1.0,-1237.573585969213,35.0,35.0,0.8691,0.0
0.0,1.0,0.0,793.2606318915388,39.0,39.0,1.051,0.0
0.0,0.0,1.0,-1119.398152027468,14.0,14.0,0.7281,0.0
0.0,1.0,0.0,869.8517664546079,23.0,23.0,1.0247,0.0
0.0,0.0,1.0,-1085.7574786193193,9.0,9.0,0.547,0.0
0.0,1.0,0.0,838.2679979033171,29.0,29.0,1.0322,0.0
0.0,1.0,0.0,919.9392253045768,12.0,12.0,1.0065,0.0
0.0,0.0,1.0,-1067.8271333572798,8.0,8.0,0.6752,0.0
0.0,1.0,0.0,810.1821758346641,28.0,28.0,1.0132,0.0
0.0,1.0,0.0,769.0033681195634,46.0,46.0,1.038,0.0
0.0,1.0,0.0,853.4623653240319,27.0,27.0,1.0128,0.0
0.0,0.0,1.0,-1179.5954359220807,21.0,21.0,0.661,0.0
0.0,0.0,1.0,-1082.992823340479,10.0,10.0,0.7905,0.0
0.0,0.0,1.0,-1109.213516135348,13.0,13.0,0.6883,0.0
0.0,1.0,0.0,828.9219627450095,25.0,25.0,1.0067,0.0
0.0,0.0,1.0,-1084.9798723730123,9.0,9.0,0.6495,0.0
0.0,0.0,1.0,-1078.6224194023616,9.0,9.0,0.7458,0.0
0.0,1.0,0.0,814.3840832852602,26.0,26.0,1.0203,0.0
0.0,0.0,1.0,-1095.987670967152,11.0,11.0,0.7055,0.0
0.0,0.0,1.0,-1133.4186742159166,18.0,18.0,0.7609,0.0
0.0,1.0,0.0,761.2938687751648,40.0,40.0,1.0183,0.0
0.0,1.0,0.0,785.2322982449754,45.0,45.0,1.0003,0.0
0.0,0.0,1.0,-1079.5681021724786,9.0,9.0,0.6704,0.0
0.0,0.0,1.0,-1118.7298598386076,19.0,19.0,0.9372,0.0
0.0,0.0,1.0,-1105.2115911847059,11.0,11.0,0.631,0.0
0.0,0.0,1.0,-1111.7113082510955,12.0,12.0,0.5347,0.0
0.0,0.0,1.0,-1083.8786722878203,9.0,9.0,0.6786,0.0
0.0,1.0,0.0,912.7817044326248,13.0,13.0,1.0463,0.0
0.0,1.0,0.0,788.3379658436855,38.0,38.0,1.0252,0.0
0.0,0.0,1.0,-1110.7937266438432,12.0,12.0,0.6476,0.0
0.0,1.0,0.0,838.854105873627,26.0,26.0,1.0212,0.0
0.0,0.0,1.0,-1209.2731858326858,24.0,24.0,0.6106,0.0
0.0,0.0,1.0,-1072.3887964783767,8.0,8.0,0.6332,0.0
0.0,0.0,1.0,-1079.2568809393067,10.0,10.0,0.8161,0.0
0.0,1.0,0.0,905.6627989194457,13.0,13.0,1.0559,0.0
0.0,1.0,0.0,796.394261095397,44.0,44.0,1.0096,0.0
0.0,1.0,1.0,-1070.1387410729492,10.0,10.0,1.0143,0.0
0.0,1.0,0.0,899.1047540300193,15.0,15.0,1.0142,0.0
0.0,0.0,1.0,-1087.466052265904,10.0,10.0,0.7079,0.0
0.0,0.0,1.0,-1130.5256743770958,19.0,19.0,0.7313,0.0
0.0,1.0,0.0,726.745146777273,51.0,51.0,1.0274,0.0
0.0,1.0,0.0,892.4942191893379,16.0,16.0,1.0306,0.0
0.0,0.0,1.0,-1090.4859896355472,11.0,11.0,0.6625,0.0
0.0,0.0,1.0,-1102.3546740790368,11.0,11.0,0.7419,0.0
